Method name: x,,,,,,
C1,OVER,16170,,,,
C2,54613,16837,,,,
C3,29570,17505,,,,
C4,15429,18173,,,,
C5,7651,18841,,,,
C6,3853,19509,,,,
C7,2011,20177,,,,
C8,1018,20844,,,,
C9,545,21512,,,,
C10,282,22181,,,,
C11,152,22849,,,,
C12,20,23517,,,,
D1,OVER,31546,,,,
D2,54386,30878,,,,
D3,28393,30210,,,,
D4,13505,29543,,,,
D5,7088,28875,,,,
D6,3468,28208,,,,
D7,1684,27541,,,,
D8,863,26873,,,,
D9,437,26205,,,,
D10,225,25537,,,,
D11,118,24869,,,,
D12,19,24201,,,,
E1,23,32231,,,,
E2,23,32899,,,,
E3,23,33567,,,,
E4,22,34234,,,,
E5,22,34901,,,,
E6,22,35569,,,,
E7,22,36236,,,,
E8,23,36903,,,,
E9,21,37571,,,,
E10,22,38239,,,,
E11,21,38906,,,,
E12,21,39574,,,,
F1,21,47605,,,,
F2,23,46937,,,,
F3,24,46270,,,,
F4,23,45602,,,,
F5,23,44934,,,,
F6,22,44266,,,,
F7,22,43598,,,,
F8,21,42930,,,,
F9,22,42262,,,,
F10,22,41593,,,,
F11,20,40926,,,,
F12,20,40258,,,,
G1,22,48290,,,,
G2,23,48957,,,,
G3,23,49625,,,,
G4,24,50293,,,,
G5,24,50962,,,,
G6,23,51629,,,,
G7,22,52297,,,,
G8,22,52965,,,,
G9,22,53633,,,,
G10,21,54301,,,,
G11,21,54969,,,,
G12,20,55637,,,,
H1,22,63669,,,,
H2,23,63001,,,,
H3,22,62334,,,,
H4,23,61666,,,,
H5,23,60997,,,,
H6,22,60330,,,,
H7,27,59663,,,,
H8,28,58995,,,,
H9,24,58328,,,,
H10,22,57657,,,,
H11,22,56989,,,,
H12,22,56321,,,,
,,,,,,
,,,,,,
End Time,,,,19/12/2019 15:13,,
,,,,,,
Mode,Fluorescence Top Reading,,,,,
Name,GFP 80,,,,,
Excitation,,,,Monochromator,,
Excitation wavelength,,,,488,nm,
Excitation bandwidth,,,,20,nm,
Emission,,,,Monochromator,,
Emission wavelength,,,,530,nm,
Emission bandwidth,,,,20,nm,
Gain,,,,80,Manual,
Mirror,,,,Automatic (Dichroic 510),,
Number of flashes,,,,30,,
Integration time,,,,40,µs,
Lag time,,,,0,µs,
Settle time,,,,0,ms,
Z-Position,,,,20000,µm,
Z-Position mode,,,,Manual,,
Part of Plate,,,,A1-H12,,
,,,,,,
Start Time,,,,19/12/2019 15:13,,
Temperature,,,,28,°C,
,,,,,,
<>,Value,Time [ms],,,,
A1,OVER,0,,,,
A2,OVER,777,,,,
A3,OVER,1445,,,,
A4,36349,2112,,,,
A5,18282,2780,,,,
A6,8672,3448,,,,
A7,4464,4116,,,,
A8,2255,4784,,,,
A9,1160,5453,,,,
A10,578,6121,,,,
A11,316,6789,,,,
A12,52,7456,,,,
B1,OVER,15486,,,,
B2,OVER,14818,,,,
B3,OVER,14150,,,,
B4,35869,13482,,,,
B5,17604,12815,,,,
B6,8880,12147,,,,
B7,4417,11480,,,,
B8,2162,10812,,,,
B9,1127,10144,,,,
B10,563,9476,,,,
B11,312,8808,,,,
B12,52,8140,,,,
C1,OVER,16170,,,,
C2,OVER,16838,,,,
C3,OVER,17506,,,,
C4,38751,18174,,,,
C5,19627,18842,,,,
C6,9783,19510,,,,
C7,5184,20177,,,,
C8,2588,20845,,,,
C9,1390,21513,,,,
C10,724,22181,,,,
C11,390,22849,,,,
C12,52,23517,,,,
D1,OVER,31547,,,,
D2,OVER,30880,,,,
D3,OVER,30212,,,,
D4,33991,29544,,,,
D5,18110,28877,,,,
D6,8910,28209,,,,
D7,4333,27542,,,,
D8,2223,26874,,,,
D9,1121,26206,,,,
D10,577,25538,,,,
D11,307,24869,,,,
D12,50,24202,,,,
E1,56,32231,,,,
E2,60,32898,,,,
E3,60,33566,,,,
E4,59,34234,,,,
E5,57,34903,,,,
E6,56,35571,,,,
E7,55,36239,,,,
E8,56,36907,,,,
E9,55,37575,,,,
E10,57,38243,,,,
E11,56,38911,,,,
E12,54,39578,,,,
F1,56,47610,,,,
F2,60,46942,,,,
F3,61,46274,,,,
F4,58,45606,,,,
F5,58,44937,,,,
F6,57,44269,,,,
F7,56,43602,,,,
F8,54,42934,,,,
F9,55,42266,,,,
F10,57,41598,,,,
F11,52,40930,,,,
F12,54,40262,,,,
G1,56,48294,,,,
G2,58,48962,,,,
G3,60,49630,,,,
G4,62,50297,,,,
G5,59,50965,,,,
G6,59,51633,,,,
G7,57,52301,,,,
G8,58,52969,,,,
G9,56,53637,,,,
G10,52,54305,,,,
G11,54,54973,,,,
G12,51,55642,,,,
H1,55,63672,,,,
H2,58,63005,,,,
H3,58,62337,,,,
H4,57,61669,,,,
H5,60,61001,,,,
H6,56,60333,,,,
H7,68,59665,,,,
H8,73,58997,,,,
H9,65,58329,,,,
H10,57,57662,,,,
H11,57,56994,,,,
H12,55,56326,,,,
,,,,,,
,,,,,,
End Time,,,,19/12/2019 15:15,,
,,,,,,
Mode,Fluorescence Top Reading,,,,,
Name,GFP 90,,,,,
Excitation,,,,Monochromator,,
Excitation wavelength,,,,488,nm,
Excitation bandwidth,,,,20,nm,
Emission,,,,Monochromator,,
Emission wavelength,,,,530,nm,
Emission bandwidth,,,,20,nm,
Gain,,,,90,Manual,
Mirror,,,,Automatic (Dichroic 510),,
Number of flashes,,,,30,,
Integration time,,,,40,µs,
Lag time,,,,0,µs,
Settle time,,,,0,ms,
Z-Position,,,,20000,µm,
Z-Position mode,,,,Manual,,
Part of Plate,,,,A1-H12,,
,,,,,,
Start Time,,,,19/12/2019 15:15,,
Temperature,,,,27.9,°C,
,,,,,,
<>,Value,Time [ms],,,,
A1,OVER,0,,,,
A2,OVER,778,,,,
A3,OVER,1445,,,,
A4,OVER,2112,,,,
A5,41812,2780,,,,
A6,20095,3448,,,,
A7,10204,4115,,,,
A8,5224,4783,,,,
A9,2681,5450,,,,
A10,1330,6118,,,,
A11,729,6786,,,,
A12,119,7454,,,,
B1,OVER,15486,,,,
B2,OVER,14818,,,,
B3,OVER,14150,,,,
B4,OVER,13482,,,,
B5,40521,12814,,,,
B6,20403,12146,,,,
B7,10297,11478,,,,
B8,5080,10810,,,,
B9,2627,10142,,,,
B10,1308,9475,,,,
B11,726,8807,,,,
B12,122,8139,,,,
C1,OVER,16168,,,,
C2,OVER,16836,,,,
C3,OVER,17503,,,,
C4,OVER,18171,,,,
C5,44688,18840,,,,
C6,22754,19508,,,,
C7,11869,20176,,,,
C8,6013,20844,,,,
C9,3230,21513,,,,
C10,1680,22181,,,,
C11,906,22848,,,,
C12,117,23515,,,,
D1,OVER,31547,,,,
D2,OVER,30879,,,,
D3,OVER,30211,,,,
D4,OVER,29543,,,,
D5,41487,28875,,,,
D6,20564,28207,,,,
D7,9989,27539,,,,
D8,5099,26871,,,,
D9,2581,26203,,,,
D10,1326,25535,,,,
D11,702,24867,,,,
D12,115,24199,,,,
E1,135,32231,,,,
E2,141,32899,,,,
E3,139,33567,,,,
E4,135,34235,,,,
E5,131,34903,,,,
E6,131,35571,,,,
E7,131,36239,,,,
E8,132,36906,,,,
E9,128,37575,,,,
E10,134,38242,,,,
E11,128,38911,,,,
E12,123,39579,,,,
F1,129,47608,,,,
F2,136,46941,,,,
F3,142,46274,,,,
F4,135,45606,,,,
F5,136,44939,,,,
F6,129,44271,,,,
F7,127,43603,,,,
F8,130,42935,,,,
F9,130,42267,,,,
F10,131,41599,,,,
F11,124,40931,,,,
F12,124,40263,,,,
G1,131,48293,,,,
G2,135,48961,,,,
G3,137,49629,,,,
G4,142,50297,,,,
G5,145,50964,,,,
G6,138,51632,,,,
G7,132,52300,,,,
G8,136,52968,,,,
G9,132,53635,,,,
G10,119,54303,,,,
G11,123,54971,,,,
G12,121,55639,,,,
H1,133,63671,,,,
H2,135,63003,,,,
H3,135,62335,,,,
H4,133,61667,,,,
H5,140,60999,,,,
H6,134,60331,,,,
H7,166,59663,,,,
H8,169,58995,,,,
H9,146,58327,,,,
H10,133,57659,,,,
H11,132,56991,,,,
H12,128,56323,,,,
,,,,,,
,,,,,,
End Time,,,,19/12/2019 15:16,,
,,,,,,
Mode,Fluorescence Top Reading,,,,,
Name,GFP 100,,,,,
Excitation,,,,Monochromator,,
Excitation wavelength,,,,488,nm,
Excitation bandwidth,,,,20,nm,
Emission,,,,Monochromator,,
Emission wavelength,,,,530,nm,
Emission bandwidth,,,,20,nm,
Gain,,,,100,Manual,
Mirror,,,,Automatic (Dichroic 510),,
Number of flashes,,,,30,,
Integration time,,,,40,µs,
Lag time,,,,0,µs,
Settle time,,,,0,ms,
Z-Position,,,,20000,µm,
Z-Position mode,,,,Manual,,
Part of Plate,,,,A1-H12,,
,,,,,,
Start Time,,,,19/12/2019 15:16,,
Temperature,,,,27.9,°C,
,,,,,,
<>,Value,Time [ms],,,,
A1,OVER,0,,,,
A2,OVER,777,,,,
A3,OVER,1444,,,,
A4,OVER,2112,,,,
A5,OVER,2780,,,,
A6,42244,3448,,,,
A7,21665,4116,,,,
A8,11013,4784,,,,
A9,5671,5452,,,,
A10,2842,6120,,,,
A11,1562,6788,,,,
A12,246,7455,,,,
B1,OVER,15485,,,,
B2,OVER,14817,,,,
B3,OVER,14150,,,,
B4,OVER,13482,,,,
B5,OVER,12814,,,,
B6,42963,12145,,,,
B7,21574,11477,,,,
B8,10684,10809,,,,
B9,5554,10142,,,,
B10,2794,9474,,,,
B11,1534,8806,,,,
B12,252,8138,,,,
C1,OVER,16169,,,,
C2,OVER,16836,,,,
C3,OVER,17503,,,,
C4,OVER,18171,,,,
C5,OVER,18839,,,,
C6,47388,19507,,,,
C7,24938,20175,,,,
C8,12642,20842,,,,
C9,6844,21511,,,,
C10,3530,22178,,,,
C11,1913,22847,,,,
C12,244,23515,,,,
D1,OVER,31546,,,,
D2,OVER,30878,,,,
D3,OVER,30210,,,,
D4,OVER,29542,,,,
D5,OVER,28874,,,,
D6,43074,28206,,,,
D7,21188,27538,,,,
D8,10898,26870,,,,
D9,5476,26203,,,,
D10,2807,25535,,,,
D11,1494,24867,,,,
D12,243,24199,,,,
E1,277,32230,,,,
E2,305,32898,,,,
E3,293,33566,,,,
E4,284,34234,,,,
E5,277,34902,,,,
E6,268,35570,,,,
E7,273,36238,,,,
E8,288,36906,,,,
E9,269,37574,,,,
E10,277,38242,,,,
E11,267,38909,,,,
E12,265,39577,,,,
F1,273,47607,,,,
F2,288,46939,,,,
F3,298,46272,,,,
F4,284,45604,,,,
F5,292,44937,,,,
F6,279,44270,,,,
F7,268,43602,,,,
F8,269,42934,,,,
F9,264,42266,,,,
F10,277,41597,,,,
F11,261,40929,,,,
F12,260,40262,,,,
G1,281,48291,,,,
G2,283,48958,,,,
G3,299,49626,,,,
G4,308,50294,,,,
G5,299,50961,,,,
G6,283,51629,,,,
G7,280,52297,,,,
G8,286,52965,,,,
G9,277,53633,,,,
G10,260,54301,,,,
G11,259,54969,,,,
G12,258,55637,,,,
H1,277,63669,,,,
H2,290,63001,,,,
H3,285,62332,,,,
H4,292,61665,,,,
H5,294,60996,,,,
H6,276,60328,,,,
H7,335,59660,,,,
H8,354,58992,,,,
H9,313,58324,,,,
H10,279,57656,,,,
H11,276,56988,,,,
H12,275,56321,,,,
,,,,,,
,,,,,,
End Time,,,,19/12/2019 15:17,,
,,,,,,
Mode,Fluorescence Top Reading,,,,,
Name,GFP 110,,,,,
Excitation,,,,Monochromator,,
Excitation wavelength,,,,488,nm,
Excitation bandwidth,,,,20,nm,
Emission,,,,Monochromator,,
Emission wavelength,,,,530,nm,
Emission bandwidth,,,,20,nm,
Gain,,,,110,Manual,
Mirror,,,,Automatic (Dichroic 510),,
Number of flashes,,,,30,,
Integration time,,,,40,µs,
Lag time,,,,0,µs,
Settle time,,,,0,ms,
Z-Position,,,,20000,µm,
Z-Position mode,,,,Manual,,
Part of Plate,,,,A1-H12,,
,,,,,,
Start Time,,,,19/12/2019 15:17,,
Temperature,,,,27.7,°C,
,,,,,,
<>,Value,Time [ms],,,,
A1,OVER,0,,,,
A2,OVER,778,,,,
A3,OVER,1446,,,,
A4,OVER,2114,,,,
A5,OVER,2781,,,,
A6,OVER,3449,,,,
A7,43374,4116,,,,
A8,22278,4783,,,,
A9,11383,5451,,,,
A10,5695,6120,,,,
A11,3143,6788,,,,
A12,491,7456,,,,
B1,OVER,15486,,,,
B2,OVER,14817,,,,
B3,OVER,14150,,,,
B4,OVER,13482,,,,
B5,OVER,12814,,,,
B6,OVER,12146,,,,
B7,43215,11478,,,,
B8,21470,10810,,,,
B9,11165,10143,,,,
B10,5592,9475,,,,
B11,3068,8807,,,,
B12,513,8139,,,,
C1,OVER,16168,,,,
C2,OVER,16836,,,,
C3,OVER,17504,,,,
C4,OVER,18171,,,,
C5,OVER,18839,,,,
C6,OVER,19507,,,,
C7,50197,20174,,,,
C8,25441,20841,,,,
C9,13771,21509,,,,
C10,7183,22177,,,,
C11,3850,22844,,,,
C12,498,23512,,,,
D1,OVER,31542,,,,
D2,OVER,30874,,,,
D3,OVER,30207,,,,
D4,OVER,29539,,,,
D5,OVER,28871,,,,
D6,OVER,28204,,,,
D7,42712,27536,,,,
D8,21882,26868,,,,
D9,11030,26200,,,,
D10,5709,25531,,,,
D11,2994,24863,,,,
D12,491,24196,,,,
E1,570,32226,,,,
E2,597,32893,,,,
E3,589,33561,,,,
E4,576,34229,,,,
E5,565,34897,,,,
E6,547,35565,,,,
E7,552,36233,,,,
E8,538,36901,,,,
E9,528,37569,,,,
E10,542,38237,,,,
E11,535,38905,,,,
E12,528,39573,,,,
F1,547,47603,,,,
F2,582,46935,,,,
F3,598,46267,,,,
F4,571,45599,,,,
F5,566,44930,,,,
F6,553,44262,,,,
F7,536,43594,,,,
F8,536,42926,,,,
F9,561,42259,,,,
F10,559,41592,,,,
F11,502,40924,,,,
F12,522,40257,,,,
G1,553,48286,,,,
G2,578,48954,,,,
G3,576,49622,,,,
G4,596,50290,,,,
G5,593,50958,,,,
G6,575,51626,,,,
G7,562,52293,,,,
G8,557,52960,,,,
G9,559,53628,,,,
G10,504,54296,,,,
G11,516,54963,,,,
G12,508,55632,,,,
H1,557,63663,,,,
H2,579,62995,,,,
H3,562,62327,,,,
H4,567,61659,,,,
H5,595,60991,,,,
H6,545,60324,,,,
H7,670,59656,,,,
H8,706,58988,,,,
H9,626,58320,,,,
H10,561,57652,,,,
H11,550,56984,,,,
H12,541,56316,,,,
,,,,,,
,,,,,,
End Time,,,,19/12/2019 15:18,,
,,,,,,
Mode,Fluorescence Top Reading,,,,,
Name,GFP 120,,,,,
Excitation,,,,Monochromator,,
Excitation wavelength,,,,488,nm,
Excitation bandwidth,,,,20,nm,
Emission,,,,Monochromator,,
Emission wavelength,,,,530,nm,
Emission bandwidth,,,,20,nm,
Gain,,,,120,Manual,
Mirror,,,,Automatic (Dichroic 510),,
Number of flashes,,,,30,,
Integration time,,,,40,µs,
Lag time,,,,0,µs,
Settle time,,,,0,ms,
Z-Position,,,,20000,µm,
Z-Position mode,,,,Manual,,
Part of Plate,,,,A1-H12,,
,,,,,,
Start Time,,,,19/12/2019 15:19,,
Temperature,,,,27.6,°C,
,,,,,,
<>,Value,Time [ms],,,,
A1,OVER,0,,,,
A2,OVER,777,,,,
A3,OVER,1445,,,,
A4,OVER,2113,,,,
A5,OVER,2780,,,,
A6,OVER,3448,,,,
A7,OVER,4116,,,,
A8,42802,4784,,,,
A9,22231,5452,,,,
A10,11008,6120,,,,
A11,6020,6789,,,,
A12,969,7456,,,,
B1,OVER,15487,,,,
B2,OVER,14819,,,,
B3,OVER,14152,,,,
B4,OVER,13484,,,,
B5,OVER,12816,,,,
B6,OVER,12148,,,,
B7,OVER,11480,,,,
B8,41483,10812,,,,
B9,21597,10144,,,,
B10,10697,9475,,,,
B11,5909,8808,,,,
B12,956,8140,,,,
C1,OVER,16175,,,,
C2,OVER,16842,,,,
C3,OVER,17510,,,,
C4,OVER,18177,,,,
C5,OVER,18846,,,,
C6,OVER,19514,,,,
C7,OVER,20182,,,,
C8,49472,20850,,,,
C9,26431,21518,,,,
C10,13821,22186,,,,
C11,7460,22854,,,,
C12,978,23522,,,,
D1,OVER,31551,,,,
D2,OVER,30883,,,,
D3,OVER,30215,,,,
D4,OVER,29547,,,,
D5,OVER,28878,,,,
D6,OVER,28210,,,,
D7,OVER,27543,,,,
D8,42137,26875,,,,
D9,21377,26208,,,,
D10,11010,25541,,,,
D11,5801,24873,,,,
D12,946,24205,,,,
E1,1102,32235,,,,
E2,1176,32903,,,,
E3,1150,33571,,,,
E4,1107,34238,,,,
E5,1090,34906,,,,
E6,1078,35574,,,,
E7,1022,36242,,,,
E8,1096,36910,,,,
E9,1011,37578,,,,
E10,1076,38246,,,,
E11,1050,38914,,,,
E12,1001,39583,,,,
F1,1073,47613,,,,
F2,1130,46946,,,,
F3,1142,46278,,,,
F4,1133,45610,,,,
F5,1109,44942,,,,
F6,1079,44274,,,,
F7,1055,43606,,,,
F8,1066,42938,,,,
F9,1088,42270,,,,
F10,1082,41602,,,,
F11,991,40934,,,,
F12,999,40266,,,,
G1,1096,48298,,,,
G2,1112,48965,,,,
G3,1121,49634,,,,
G4,1171,50302,,,,
G5,1192,50970,,,,
G6,1088,51638,,,,
G7,1080,52305,,,,
G8,1090,52973,,,,
G9,1082,53641,,,,
G10,990,54309,,,,
G11,1026,54977,,,,
G12,977,55645,,,,
H1,1106,63677,,,,
H2,1107,63009,,,,
H3,1101,62341,,,,
H4,1098,61673,,,,
H5,1130,61005,,,,
H6,1054,60337,,,,
H7,1321,59669,,,,
H8,1391,59000,,,,
H9,1215,58332,,,,
H10,1059,57665,,,,
H11,1073,56997,,,,
H12,1064,56330,,,,
,,,,,,
,,,,,,
End Time,,,,19/12/2019 15:20,,
